"Contact.ID","blank","others","emails","mails","calls","meetings","presentations","events","Total.Household.Gifts","Gave","bulk_email"
"0039000000DXkYr",1,0,0,0,0,0,0,0,115780,TRUE,FALSE
"0039000000DXkYR",0,0,2,0,0,0,0,0,61403.5,TRUE,FALSE
"0039000000DXkYw",0,0,25,0,0,2,0,0,638750,TRUE,TRUE
"0039000000DXkz8",1,0,0,0,0,0,0,0,28000,TRUE,FALSE
"0039000000DXkZa",0,1,32,0,0,4,0,0,410145.13,TRUE,TRUE
"0039000000DXkZE",0,0,4,0,0,0,0,0,568138.68,TRUE,FALSE
"0039000000DXkZf",1,0,0,0,0,0,0,0,41386.37,TRUE,FALSE
"0039000000DXkZG",0,0,8,0,0,1,0,0,568138.68,TRUE,FALSE
"0039000000DXkZj",1,0,0,0,0,0,0,0,88862.85,TRUE,FALSE
"0039000000DXkZP",1,0,0,0,0,0,0,0,30900,TRUE,FALSE
"0039000000DXkzs",1,0,0,0,0,0,0,0,1550,TRUE,FALSE
"0039000000DXkZv",1,0,0,0,0,0,0,0,81200,TRUE,FALSE
"0039000000DXkZw",0,0,3,0,0,0,0,0,115780,TRUE,FALSE
"0039000000DXkzx",1,0,0,0,0,0,0,0,2460,TRUE,FALSE
"0039000000DXkZZ",0,0,1,0,0,0,0,0,30862.84,TRUE,FALSE
"0039000000DXl04",1,0,0,0,0,0,0,0,94947,TRUE,FALSE
"0039000000DXl0B",0,0,1,0,0,0,0,0,130000,TRUE,FALSE
"0039000000DXl0L",1,0,0,0,0,0,0,0,132816,TRUE,FALSE
"0039000000DXl0r",0,0,1,0,0,0,0,0,69250,TRUE,FALSE
"0039000000DXl0w",1,0,0,0,0,0,0,0,1640,TRUE,FALSE
"0039000000DXl0X",0,0,5,0,0,0,0,0,68234.38,TRUE,FALSE
"0039000000DXl0z",1,0,0,0,0,0,0,0,11472,TRUE,FALSE
"0039000000DXl1c",0,0,125,0,0,0,0,0,3197503.63,TRUE,TRUE
"0039000000DXl1I",1,0,0,0,0,0,0,0,310517.05,TRUE,FALSE
"0039000000DXl1j",0,0,1,0,0,0,0,0,6325,TRUE,FALSE
"0039000000DXl1L",0,0,32,0,0,4,0,0,1473871,TRUE,TRUE
"0039000000DXl1M",1,0,0,0,0,0,0,0,30000,TRUE,FALSE
"0039000000DXl1O",0,0,1,1,0,0,0,0,399409.92,TRUE,FALSE
"0039000000DXl1P",1,0,0,0,0,0,0,0,411353.75,TRUE,FALSE
"0039000000DXl1R",1,0,0,0,0,0,0,0,27368,TRUE,FALSE
"0039000000DXl1t",0,0,1,0,0,0,0,0,125800,TRUE,FALSE
"0039000000DXl1W",0,0,78,0,0,0,0,0,3197503.63,TRUE,TRUE
"0039000000DXl27",1,0,0,0,0,0,0,0,4581,TRUE,FALSE
"0039000000DXl29",0,0,5,0,0,0,0,0,284536,TRUE,FALSE
"0039000000DXl2G",1,0,0,0,0,0,0,0,10243.46,TRUE,FALSE
"0039000000DXl2L",0,0,4,0,0,0,0,0,246704.63,TRUE,FALSE
"0039000000DXl2r",1,0,0,0,0,0,0,0,72364,TRUE,FALSE
"0039000000DXl2t",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000DXl2T",1,0,0,0,0,0,0,0,259776,TRUE,FALSE
"0039000000DXl2w",0,0,12,0,0,0,0,0,45352.5,TRUE,TRUE
"0039000000DXl2z",0,0,5,0,0,1,0,0,64606.65,TRUE,FALSE
"0039000000DXl3C",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000DXl3G",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000DXl3H",0,0,2,0,0,0,0,0,30000,TRUE,FALSE
"0039000000DXl3s",1,0,0,0,0,0,0,0,29025,TRUE,FALSE
"0039000000DXl3S",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000DXl3v",1,0,0,0,0,0,0,0,284536,TRUE,FALSE
"0039000000DXl3X",1,0,0,0,0,0,0,0,78325.64,TRUE,FALSE
"0039000000DXl3Y",1,0,0,0,0,0,0,0,3280,TRUE,FALSE
"0039000000DXl3Z",1,0,0,0,0,0,0,0,78325.64,TRUE,FALSE
"0039000000DXl49",1,0,0,0,0,0,0,0,102873,TRUE,FALSE
"0039000000DXl4c",1,0,0,0,0,0,0,0,151485.85,TRUE,FALSE
"0039000000DXl4i",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000DXl4j",0,0,10,0,0,0,0,0,514472,TRUE,TRUE
"0039000000DXl4K",1,0,0,0,0,0,0,0,185280,TRUE,FALSE
"0039000000DXl4l",0,0,10,0,0,0,0,0,514472,TRUE,TRUE
"0039000000DXl4o",1,0,0,0,0,0,0,0,97935,TRUE,FALSE
"0039000000DXl4q",0,0,10,0,0,0,0,0,157101.85,TRUE,TRUE
"0039000000DXl4v",1,0,0,0,0,0,0,0,22060,TRUE,FALSE
"0039000000DXl4w",1,0,0,0,0,0,0,0,22060,TRUE,FALSE
"0039000000DXl4Y",1,0,0,0,0,0,0,0,478,TRUE,FALSE
"0039000000DXl4z",0,0,1,0,0,0,0,0,64449.5,TRUE,FALSE
"0039000000DXl4Z",0,0,10,0,0,0,0,0,110000,TRUE,TRUE
"0039000000DXl54",0,0,1,0,1,0,0,0,3401246.72,TRUE,FALSE
"0039000000DXl5a",0,0,9,0,0,1,0,0,970588.67,TRUE,FALSE
"0039000000DXl5b",0,0,2,0,0,0,0,0,970588.67,TRUE,FALSE
"0039000000DXl5C",0,0,13,0,0,0,0,0,27305.75,TRUE,TRUE
"0039000000DXl5F",0,0,1,0,0,0,0,0,118685.6,TRUE,FALSE
"0039000000DXl5G",0,0,1,0,0,0,0,0,118685.6,TRUE,FALSE
"0039000000DXl5h",0,0,1,0,0,0,0,0,7009.75,TRUE,FALSE
"0039000000DXl5k",0,0,34,1,1,0,0,0,1906660,TRUE,TRUE
"0039000000DXl5K",0,0,12,0,1,2,0,0,82712,TRUE,TRUE
"0039000000DXl6G",0,0,5,0,0,1,0,0,48000,TRUE,FALSE
"0039000000DXl6i",1,0,0,0,0,0,0,0,50000,TRUE,FALSE
"0039000000DXl6J",1,0,0,0,0,0,0,0,409573.75,TRUE,FALSE
"0039000000DXl6M",0,0,28,0,0,1,0,1,292290.8,TRUE,TRUE
"0039000000DXl6s",0,0,3,0,0,0,0,0,31459.65,TRUE,FALSE
"0039000000DXl6x",1,0,0,0,0,0,0,0,79203.5,TRUE,FALSE
"0039000000DXl6X",0,0,2,0,0,0,0,0,210410,TRUE,FALSE
"0039000000DXl6y",1,0,0,0,0,0,0,0,79203.5,TRUE,FALSE
"0039000000DXl6Y",0,0,2,0,0,0,0,0,210410,TRUE,FALSE
"0039000000DXl70",1,0,0,0,0,0,0,0,280000,TRUE,FALSE
"0039000000DXl71",1,0,0,0,0,0,0,0,280000,TRUE,FALSE
"0039000000DXl74",0,0,2,0,0,0,0,0,415862,TRUE,FALSE
"0039000000DXl7a",1,0,0,0,0,0,0,0,212542,TRUE,FALSE
"0039000000DXl7Q",0,0,1,0,0,0,0,0,5501.88,TRUE,FALSE
"0039000000DXl7V",0,1,1,0,0,0,0,0,80250,TRUE,FALSE
"0039000000DXl7W",1,0,0,0,0,0,0,0,80250,TRUE,FALSE
"0039000000DXl87",1,0,0,0,0,0,0,0,25026,TRUE,FALSE
"0039000000DXl8d",0,0,1,0,0,0,0,0,83564.12,TRUE,FALSE
"0039000000DXl8e",1,0,0,0,0,0,0,0,83564.12,TRUE,FALSE
"0039000000DXl8f",1,0,0,0,0,0,0,0,145400,TRUE,FALSE
"0039000000DXl8K",0,0,2,0,0,0,0,0,163233.59,TRUE,FALSE
"0039000000DXl8n",1,0,0,0,0,0,0,0,3824,TRUE,FALSE
"0039000000DXl8w",1,0,0,0,0,0,0,0,2868,TRUE,FALSE
"0039000000DXl8Y",1,0,0,0,0,0,0,0,259776,TRUE,FALSE
"0039000000DXl8Z",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000DXl90",0,0,20,0,0,1,0,0,163233.59,TRUE,TRUE
"0039000000DXl96",1,0,0,0,0,0,0,0,99596.3,TRUE,FALSE
"0039000000DXl9E",1,0,0,0,0,0,0,0,3000,TRUE,FALSE
"0039000000DXl9f",1,0,0,0,0,0,0,0,238605.73,TRUE,FALSE
"0039000000DXl9j",1,0,0,0,0,0,0,0,182000,TRUE,FALSE
"0039000000DXl9J",1,0,0,0,0,0,0,0,2000,TRUE,FALSE
"0039000000DXl9L",1,0,0,0,0,0,0,0,63563.04,TRUE,FALSE
"0039000000DXl9m",1,0,0,0,0,0,0,0,124173.5,TRUE,FALSE
"0039000000DXl9n",1,0,0,0,0,0,0,0,124173.5,TRUE,FALSE
"0039000000DXl9r",1,0,0,0,0,0,0,0,30145,TRUE,FALSE
"0039000000DXl9S",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000DXl9t",0,0,3,0,0,0,0,0,23400,TRUE,FALSE
"0039000000DXl9w",0,0,1,0,0,1,0,0,0,FALSE,FALSE
"0039000000DXl9y",1,0,0,0,0,0,0,0,55793.97,TRUE,FALSE
"0039000000DXlAn",0,0,2,0,0,0,0,0,29972,TRUE,FALSE
"0039000000DXlAp",0,2,13,0,1,0,0,0,989173.5,TRUE,TRUE
"0039000000DXlB1",0,1,0,0,0,0,0,0,2250,TRUE,FALSE
"0039000000DXlB2",1,0,0,0,0,0,0,0,99908.5,TRUE,FALSE
"0039000000DXlB4",1,0,0,0,0,0,0,0,99908.5,TRUE,FALSE
"0039000000DXlBD",0,0,14,0,0,0,0,0,2076684,TRUE,TRUE
"0039000000DXlBg",0,1,24,0,0,2,0,0,980172.5,TRUE,TRUE
"0039000000DXlBh",1,0,0,0,0,0,0,0,72233,TRUE,FALSE
"0039000000DXlBi",0,1,2,0,0,2,0,0,323981.5,TRUE,FALSE
"0039000000DXlBl",0,0,4,0,0,0,0,0,323981.5,TRUE,FALSE
"0039000000DXlBn",0,0,10,0,0,0,0,0,10220045.33,TRUE,TRUE
"0039000000DXlBv",0,1,39,0,0,1,0,0,57372,TRUE,TRUE
"0039000000DXlBw",1,0,0,0,0,0,0,0,57372,TRUE,FALSE
"0039000000DXlC4",0,0,1,0,0,0,0,0,16000,TRUE,FALSE
"0039000000DXlCG",0,0,4,0,0,1,0,0,2036252.87,TRUE,FALSE
"0039000000DXlCH",1,0,0,0,0,0,0,0,2036252.87,TRUE,FALSE
"0039000000DXlCJ",0,0,7,0,0,2,0,0,337500,TRUE,FALSE
"0039000000DXotL",0,0,21,0,0,0,0,0,6054668.76,TRUE,TRUE
"0039000000EfCEF",1,0,0,0,0,0,0,0,12915,TRUE,FALSE
"0039000000EfCK4",1,0,0,0,0,0,0,0,56700,TRUE,FALSE
"0039000000EfOLJ",0,0,5,0,0,0,0,0,257258,TRUE,FALSE
"0039000000EfOqf",1,0,0,0,0,0,0,0,225972.5,TRUE,FALSE
"0039000000EfOSo",1,0,0,0,0,0,0,0,158350.5,TRUE,FALSE
"0039000000EfPn6",1,0,0,0,0,0,0,0,391812,TRUE,FALSE
"0039000000EfPnu",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000EfPpb",0,0,4,0,0,0,0,0,131300,TRUE,FALSE
"0039000000EfPQY",0,0,1,0,0,0,0,0,74598,TRUE,FALSE
"0039000000EfPT8",0,0,7,0,0,1,0,0,27882,TRUE,FALSE
"0039000000EfQHh",1,0,0,0,0,0,0,0,6659.7,TRUE,FALSE
"0039000000EfsFt",0,1,1,0,0,1,0,0,379373.5,TRUE,FALSE
"0039000000EfsGg",1,0,0,0,0,0,0,0,280050,TRUE,FALSE
"0039000000EfTaS",0,0,1,0,0,0,0,0,87722,TRUE,FALSE
"0039000000EfTPu",0,0,19,0,0,0,0,0,1419729.7,TRUE,TRUE
"0039000000EfUIa",1,0,0,0,0,0,0,0,100500,TRUE,FALSE
"0039000000EfVBq",1,0,0,0,0,0,0,0,80491,TRUE,FALSE
"0039000000EfVCx",1,0,0,0,0,0,0,0,1640,TRUE,FALSE
"0039000000EfVGF",1,0,0,0,0,0,0,0,245163,TRUE,FALSE
"0039000000EfVQ6",1,0,0,0,0,0,0,0,91500,TRUE,FALSE
"0039000000EfVSu",1,0,0,0,0,0,0,0,101592,TRUE,FALSE
"0039000000EfWvX",1,0,0,0,0,0,0,0,94947,TRUE,FALSE
"0039000000EfXbX",1,0,0,0,0,0,0,0,300,TRUE,FALSE
"0039000000EfXeE",0,0,0,1,0,4,1,0,415862,TRUE,FALSE
"0039000000EfXp2",1,0,0,0,0,0,0,0,980172.5,TRUE,FALSE
"0039000000EfXQ6",0,0,20,0,0,0,0,0,1473871,TRUE,TRUE
"0039000000EfXUd",0,0,1,0,0,0,0,0,246704.63,TRUE,FALSE
"0039000000EfXZK",1,0,0,0,0,0,0,0,31000,TRUE,FALSE
"0039000000EgqGU",1,0,0,0,0,0,0,0,81260,TRUE,FALSE
"0039000000EgqGZ",1,0,0,0,0,0,0,0,460000,TRUE,FALSE
"0039000000EgqkN",0,0,5,0,0,0,0,0,48000,TRUE,FALSE
"0039000000EgqsS",0,0,1,0,0,0,0,0,0,FALSE,FALSE
"0039000000Egr2l",0,0,2,0,0,0,0,0,45900,TRUE,FALSE
"0039000000Egr6v",0,0,2,0,0,0,0,0,68000,TRUE,FALSE
"0039000000EgrdM",0,0,5,0,0,0,0,0,73000,TRUE,FALSE
"0039000000EgrPF",0,0,11,0,0,1,0,0,56114.98,TRUE,TRUE
"0039000000EgzQV",1,0,0,0,0,0,0,0,42600,TRUE,FALSE
"0039000000Eh08x",1,0,0,0,0,0,0,0,333500,TRUE,FALSE
"0039000000Eh0hZ",0,0,6,0,0,0,0,0,22000,TRUE,FALSE
"0039000000Eh0nV",0,1,0,0,0,0,0,0,1956,TRUE,FALSE
"0039000000Eh9aD",1,0,0,0,0,0,0,0,29000,TRUE,FALSE
"0039000000EhA1u",1,0,0,0,0,0,0,0,32376,TRUE,FALSE
"0039000000EhCVP",0,0,2,0,0,2,0,0,70800,TRUE,FALSE
"0039000000f39A4",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000f3bzq",0,0,1,0,1,2,0,0,2372240,TRUE,FALSE
"0039000000f58CM",1,0,0,0,0,0,0,0,22513.18,TRUE,FALSE
"0039000000f5maI",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000FjpIh",1,0,0,0,0,0,0,0,1640,TRUE,FALSE
"0039000000FjpYz",1,0,0,0,0,0,0,0,11670,TRUE,FALSE
"0039000000FjqAb",0,0,1,0,0,0,0,0,265375,TRUE,FALSE
"0039000000FjuKb",1,0,0,0,0,0,0,0,161246.47,TRUE,FALSE
"0039000000FjZJN",0,1,4,1,0,1,0,0,99819,TRUE,FALSE
"0039000000FjZMv",1,0,0,0,0,0,0,0,8300,TRUE,FALSE
"0039000000Fkeee",1,0,0,0,0,0,0,0,1500,TRUE,FALSE
"0039000000FkSd4",0,0,1,0,0,0,0,0,30000,TRUE,FALSE
"0039000000FkYGi",0,0,3,0,0,0,0,0,993810,TRUE,FALSE
"0039000000Flasi",1,0,0,0,0,0,0,0,1950,TRUE,FALSE
"0039000000Flav4",1,0,0,0,0,0,0,0,399409.92,TRUE,FALSE
"0039000000Flbh0",0,0,3,0,0,0,0,0,60768,TRUE,FALSE
"0039000000FlbhB",0,0,4,0,0,1,0,0,426788,TRUE,FALSE
"0039000000Flbhf",1,0,0,0,0,0,0,0,3401246.72,TRUE,FALSE
"0039000000Flbhl",0,0,4,0,1,0,0,0,409573.75,TRUE,FALSE
"0039000000FlbhN",1,0,0,0,0,0,0,0,310517.05,TRUE,FALSE
"0039000000FlbhV",0,0,3,0,0,0,0,0,51482.35,TRUE,FALSE
"0039000000Flbi7",0,0,2,0,0,0,0,0,418532.8,TRUE,FALSE
"0039000000FlbiH",1,0,0,0,0,0,0,0,200,TRUE,FALSE
"0039000000FlNa6",0,2,0,0,0,0,0,0,288000,TRUE,FALSE
"0039000000FmQB6",0,0,15,0,0,2,0,0,5413.65,TRUE,TRUE
"0039000000FmRVQ",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000GQ7RA",1,0,0,0,0,0,0,0,16500,TRUE,FALSE
"0039000000GQVx6",1,0,0,0,0,0,0,0,333500,TRUE,FALSE
"0039000000H51oU",0,0,7,0,0,0,0,0,216950,TRUE,FALSE
"0039000000H522f",0,0,12,0,0,1,0,0,228000,TRUE,TRUE
"0039000000H551Z",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000H55NC",1,0,0,0,0,0,0,0,2179800,TRUE,FALSE
"0039000000H56YK",1,0,0,0,0,0,0,0,2000,TRUE,FALSE
"0039000000H59io",0,0,2,0,0,2,0,0,55000,TRUE,FALSE
"0039000000H59kB",1,0,0,0,0,0,0,0,68750,TRUE,FALSE
"0039000000H59Se",1,0,0,0,0,0,0,0,90500,TRUE,FALSE
"0039000000H59St",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000H59sw",0,0,4,0,0,0,0,0,34000,TRUE,FALSE
"0039000000H59Tv",1,0,0,0,0,0,0,0,90500,TRUE,FALSE
"0039000000H5OIA",0,0,3,0,0,0,0,0,120600,TRUE,FALSE
"0039000000H5OII",1,0,0,0,0,0,0,0,28500,TRUE,FALSE
"0039000000H5OIp",0,0,1,0,0,0,0,0,64500,TRUE,FALSE
"0039000000H5OIS",0,0,2,0,0,0,0,0,0,FALSE,FALSE
"0039000000H5OIt",0,0,1,0,0,0,0,0,34500,TRUE,FALSE
"0039000000H5OIZ",0,0,4,0,0,0,0,0,35500,TRUE,FALSE
"0039000000H5OJ3",0,0,3,0,1,0,0,0,165741.3,TRUE,FALSE
"0039000000H5OJ5",0,0,29,0,0,0,0,0,490400,TRUE,TRUE
"0039000000H5OJa",0,0,0,0,0,1,0,0,67295,TRUE,FALSE
"0039000000H5OJb",0,0,15,0,0,1,0,0,67295,TRUE,TRUE
"0039000000H5OJC",0,0,2,0,0,0,0,0,0,FALSE,FALSE
"0039000000H5OJR",0,0,1,0,0,0,0,0,22468,TRUE,FALSE
"0039000000H5ORi",1,0,0,0,0,0,0,0,78500,TRUE,FALSE
"0039000000H5ORj",0,0,17,0,0,2,0,0,78500,TRUE,TRUE
"0039000000H5ORW",1,0,0,0,0,0,0,0,156000,TRUE,FALSE
"0039000000H5OS0",1,0,0,0,0,0,0,0,51855.6,TRUE,FALSE
"0039000000H5OS3",0,0,13,0,0,0,0,0,10330,TRUE,TRUE
"0039000000H5OS5",1,0,0,0,0,0,0,0,107700,TRUE,FALSE
"0039000000H5OST",1,0,0,0,0,0,0,0,193750,TRUE,FALSE
"0039000000H5OSu",0,0,4,0,0,0,0,0,60000,TRUE,FALSE
"0039000000H5OSU",1,0,0,0,0,0,0,0,193750,TRUE,FALSE
"0039000000H5OSZ",1,0,0,0,0,0,0,0,1000,TRUE,FALSE
"0039000000H5OTe",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000H5OTg",1,0,0,0,0,0,0,0,95328.8,TRUE,FALSE
"0039000000H5OU1",1,0,0,0,0,0,0,0,3900,TRUE,FALSE
"0039000000H5OU3",0,0,6,0,0,1,0,0,216000,TRUE,FALSE
"0039000000H5OUe",0,0,3,0,0,0,1,0,77000,TRUE,FALSE
"0039000000H5OUI",1,0,0,0,0,0,0,0,73482.35,TRUE,FALSE
"0039000000H5OUK",0,0,3,0,0,1,0,0,10500,TRUE,FALSE
"0039000000H5OUm",0,0,7,0,0,0,0,0,216000,TRUE,FALSE
"0039000000H5OUu",1,0,0,0,0,0,0,0,11000,TRUE,FALSE
"0039000000H5OUw",0,0,10,0,1,1,0,0,157101.85,TRUE,TRUE
"0039000000H5OUx",0,0,1,0,0,0,0,0,2600,TRUE,FALSE
"0039000000H5OV0",0,0,14,0,1,3,0,0,821148.05,TRUE,TRUE
"0039000000H5OV2",1,0,0,0,0,0,0,0,35000,TRUE,FALSE
"0039000000H5OVm",0,0,1,0,0,0,0,0,20000,TRUE,FALSE
"0039000000H5PEB",1,0,0,0,0,0,0,0,907.5,TRUE,FALSE
"0039000000H5PEC",1,0,0,0,0,0,0,0,8240,TRUE,FALSE
"0039000000H5QNs",1,0,0,0,0,0,0,0,13000,TRUE,FALSE
"0039000000H5QNz",1,0,0,0,0,0,0,0,16480,TRUE,FALSE
"0039000000HI41C",1,0,0,0,0,0,0,0,61246.81,TRUE,FALSE
"0039000000HIBVv",1,0,0,0,0,0,0,0,1e+05,TRUE,FALSE
"0039000000HIBVy",0,0,3,0,0,0,0,0,597633.3,TRUE,FALSE
"0039000000HIBW4",1,0,0,0,0,0,0,0,77600,TRUE,FALSE
"0039000000HIBWA",0,0,2,0,0,0,0,0,77600,TRUE,FALSE
"0039000000HIBWc",0,0,6,1,0,2,0,0,174630,TRUE,FALSE
"0039000000HIBWI",1,0,0,0,0,0,0,0,20000,TRUE,FALSE
"0039000000HIBWK",1,0,0,0,0,0,0,0,4530,TRUE,FALSE
"0039000000HIBWO",0,0,1,0,0,0,0,0,92000,TRUE,FALSE
"0039000000HIBWS",0,0,9,0,1,0,0,0,37217.85,TRUE,FALSE
"0039000000HIBWT",1,0,0,0,0,0,0,0,68100.07,TRUE,FALSE
"0039000000HIBWU",0,0,3,0,0,0,0,0,80000,TRUE,FALSE
"0039000000HIBWV",0,0,1,0,0,0,0,0,66500,TRUE,FALSE
"0039000000HIBWy",0,0,1,0,0,0,0,0,44000,TRUE,FALSE
"0039000000HIBX8",1,0,0,0,0,0,0,0,32800,TRUE,FALSE
"0039000000HIBXE",0,0,13,0,0,2,0,0,292500,TRUE,TRUE
"0039000000HKF6e",0,0,1,1,0,0,0,0,334250,TRUE,FALSE
"0039000000HKLRl",1,0,0,0,0,0,0,0,500,TRUE,FALSE
"0039000000HKLRo",1,0,0,0,0,0,0,0,119440,TRUE,FALSE
"0039000000HKLRv",0,0,1,0,0,0,0,0,8750,TRUE,FALSE
"0039000000HKLRZ",1,0,0,0,0,0,0,0,4896,TRUE,FALSE
"0039000000HKLSB",1,0,0,0,0,0,0,0,7150,TRUE,FALSE
"0039000000HKLSd",1,0,0,0,0,0,0,0,138480,TRUE,FALSE
"0039000000HKQXQ",0,1,0,1,0,0,0,0,172707.5,TRUE,FALSE
"0039000000HKQY4",1,0,0,0,0,0,0,0,78750,TRUE,FALSE
"0039000000HLEG8",0,0,1,0,1,5,1,0,65166,TRUE,FALSE
"0039000000HLEGb",1,0,0,0,0,0,0,0,3000,TRUE,FALSE
"0039000000HLxKi",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000Ie5T1",0,0,1,0,0,0,0,0,19887.5,TRUE,FALSE
"0039000000Iff1J",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000IfHvg",1,0,0,0,0,0,0,0,151485.85,TRUE,FALSE
"0039000000Ifr8Y",0,0,2,1,0,0,0,0,86504,TRUE,FALSE
"0039000000IfubT",1,0,0,0,0,0,0,0,22700,TRUE,FALSE
"0039000000Ig4Ol",0,0,0,1,0,0,0,0,19500,TRUE,FALSE
"0039000000Ig8gX",1,0,0,0,0,0,0,0,90000,TRUE,FALSE
"0039000000IgATT",0,0,7,1,0,0,0,0,288000,TRUE,FALSE
"0039000000Igkvm",0,0,1,0,0,0,0,0,0,FALSE,FALSE
"0039000000IgkvW",1,0,0,0,0,0,0,0,5203.8,TRUE,FALSE
"0039000000Igq1c",1,0,0,0,0,0,0,0,14726.85,TRUE,FALSE
"0039000000IgqQt",1,0,0,0,0,0,0,0,14726.85,TRUE,FALSE
"0039000000IgU9v",1,0,0,0,0,0,0,0,5812.5,TRUE,FALSE
"0039000000IgUDH",0,0,0,0,1,1,0,0,9567.25,TRUE,FALSE
"0039000000Igv6s",0,0,3,0,0,0,0,0,0,FALSE,FALSE
"0039000000Igv6Y",1,0,0,0,0,0,0,0,7000,TRUE,FALSE
"0039000000IgvC8",0,0,29,0,0,3,0,0,44176.25,TRUE,TRUE
"0039000000Igvkg",0,0,3,0,0,0,0,0,65166,TRUE,FALSE
"0039000000Ii3n9",0,0,7,0,0,0,0,0,505.71,TRUE,FALSE
"0039000000jf6Nf",0,0,17,0,0,1,0,0,265375,TRUE,TRUE
"0039000000jf6NR",1,0,0,0,0,0,0,0,130000,TRUE,FALSE
"0039000000jf6Nw",1,0,0,0,0,0,0,0,209000,TRUE,FALSE
"0039000000jf6Nx",1,0,0,0,0,0,0,0,85150,TRUE,FALSE
"0039000000jf6NZ",1,0,0,0,0,0,0,0,13401,TRUE,FALSE
"0039000000jf6O7",1,0,0,0,0,0,0,0,13500,TRUE,FALSE
"0039000000jf6OF",0,0,35,0,0,1,0,0,125201.85,TRUE,TRUE
"0039000000jf6OH",1,0,0,0,0,0,0,0,2200,TRUE,FALSE
"0039000000jf6OK",1,0,0,0,0,0,0,0,249985,TRUE,FALSE
"0039000000js7by",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000jsFrN",0,0,1,0,0,0,0,0,0,FALSE,FALSE
"0039000000juCpp",1,0,0,0,0,0,0,0,46727.43,TRUE,FALSE
"0039000000jufRR",1,0,0,0,0,0,0,0,103299.65,TRUE,FALSE
"0039000000juFrx",1,0,0,0,0,0,0,0,23262,TRUE,FALSE
"0039000000juFwQ",1,0,0,0,0,0,0,0,5000,TRUE,FALSE
"0039000000juG2m",0,0,4,0,0,0,0,0,143075,TRUE,FALSE
"0039000000juGqt",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000juHOd",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000juHpe",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000juHs4",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000juJDs",0,1,55,2,1,1,0,0,352240.14,TRUE,TRUE
"0039000000juJG8",1,0,0,0,0,0,0,0,82962.35,TRUE,FALSE
"0039000000K94jl",1,0,0,0,0,0,0,0,3186.07,TRUE,FALSE
"0039000000K94jq",1,0,0,0,0,0,0,0,3186.07,TRUE,FALSE
"0039000000K95cv",0,0,0,0,0,1,0,0,9560,TRUE,FALSE
"0039000000K95JK",1,0,0,0,0,0,0,0,16500,TRUE,FALSE
"0039000000K95QL",1,0,0,0,0,0,0,0,4420,TRUE,FALSE
"0039000000K95Zh",0,2,4,0,0,0,0,0,109620,TRUE,FALSE
"0039000000K9sEt",0,0,2,0,0,0,0,0,103772.47,TRUE,FALSE
"0039000000K9ugo",1,0,0,0,0,0,0,0,27082,TRUE,FALSE
"0039000000K9ziA",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000K9zMs",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000K9zo3",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000K9zoK",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000K9zpX",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000K9zvJ",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA03m",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA055",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA05O",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0aT",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0cj",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0cK",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0Fc",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0FI",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0fk",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0GV",1,0,0,0,0,0,0,0,0,FALSE,FALSE
