Household: Household ID,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017
a009000000Tj5oN,1,0,0,0,0
a009000000Tj5oS,1,0,0,0,0
a009000000U6mSb,1,0,0,0,0
a009000000U6mSd,1,0,0,0,0
a009000000U6mSe,1,0,0,0,0
a009000000U6mSf,1,0,0,0,0
a009000000U6mSk,1,0,0,0,0
a009000000U6mSm,1,0,0,0,0
a009000000UDijc,1,0,0,0,0
a009000000UDywD,1,0,0,0,0
a009000000UDz1j,1,0,0,0,0
a009000000UDzEP,1,0,0,0,0
a009000000UDzWi,1,0,0,0,0
a009000000UDzzJ,2,0,0,0,0
a009000000UE1tB,1,0,0,0,0
a009000000UE2hT,1,0,0,0,0
a009000000UP5UU,1,0,0,0,0
a009000000UP90O,1,0,0,0,0
a009000000UPIRy,1,1,4,1,0
a009000000UPMXT,1,0,0,0,0
a009000000UPOkR,1,0,0,0,0
a009000000UPOki,1,0,0,0,0
a009000000UqwHb,1,0,0,0,0
a009000000UqwaQ,1,0,0,0,0
a009000000UrCI6,2,0,0,0,0
a009000000V5EHW,1,2,0,0,0
a009000000V5EVd,1,0,0,0,0
a009000000V5IZE,1,0,0,0,0
a009000000Vpubl,1,0,0,0,0
a009000000VpvAP,1,1,1,0,0
a009000000Vrs3H,1,1,0,0,0
a009000000VrsBG,1,0,0,0,0
a009000000WhMK0,0,3,6,6,0
a009000000WkzOV,1,0,0,0,0
a009000000YTD8Y,1,0,0,0,0
a009000000YTD8c,1,0,0,0,0
a009000000YTD8e,1,0,0,0,0
a009000000YTD8i,1,0,0,0,0
a009000000YTD8j,1,0,0,0,0
a009000000YTD8q,2,0,0,0,0
a009000000YTD8r,1,0,0,0,0
a009000000YTD8u,1,0,0,0,0
a009000000YTD8x,1,0,0,0,0
a009000000YTD91,1,0,0,0,0
a009000000YTD96,1,0,0,0,0
a009000000YTD98,1,0,0,0,0
a009000000YUNjY,1,0,0,0,0
a009000000bK5xe,3,3,0,0,0
a009000000dUoep,1,0,0,0,0
a009000000dUpOm,1,0,0,0,0
a009000000dUpyq,1,0,0,0,0
a009000000dUugt,1,0,0,0,0
a009000000dUurM,1,0,0,0,0
a009000000dUuwH,1,0,0,0,0
a009000000dWFhc,1,0,0,0,0
a009000000dWFhh,1,0,0,0,0
a009000000dWFhi,1,0,0,0,0
a009000000dWFho,1,0,0,0,0
a009000000dWFhr,1,0,0,0,0
a009000000dWFht,1,0,0,0,0
a009000000dWFhy,1,0,0,0,0
a009000000dWFi2,1,0,0,0,0
a009000000dWFi4,1,0,0,0,0
a009000000dWFi6,1,0,0,0,0
a009000000dWFi9,1,0,0,0,0
a009000000dyW7J,1,0,0,0,0
a009000000dyZxD,1,0,2,1,0
a009000000e0Adn,1,0,0,0,0
a009000000etqPX,2,0,0,0,0
a009000000etr3w,1,0,0,0,0
a009000000etr3y,1,0,0,0,0
a009000000etr3z,2,0,0,0,0
a009000000etr42,2,0,0,0,0
a009000000etr43,2,0,0,0,0
a009000000etr49,2,0,0,0,0
a009000000etr4I,2,0,0,0,0
a009000000etr4K,2,0,0,0,0
a009000000etr4T,2,0,0,0,0
a009000000fL5rS,1,0,0,0,0
a009000000fLCUE,1,0,0,0,0
a009000000fLCeM,1,1,0,0,0
a009000000iWKPC,0,0,0,1,0
a009000000iXBXh,0,0,0,1,0
a009000000kY1G0,0,1,3,0,0
a009000000l0YHW,0,0,0,1,0
a009000000l0bnl,0,0,0,2,0
a009000000l0c9l,1,2,0,0,0
a009000000lUsee,1,0,0,0,0
a009000000lUskP,1,0,0,0,0
a009000000lUtKv,1,0,0,0,0
a009000000lVp2G,1,0,0,0,0
a009000000lwHB8,1,0,0,0,0
a009000000lwHBC,1,0,0,0,0
a009000000lwHBG,1,0,0,0,0
a009000000lwHBI,1,0,0,0,0
a009000000lwHBO,1,0,0,0,0
a009000000lwHBV,1,0,0,0,0
a009000000lwHBW,2,0,2,1,0
a009000000lwOry,2,0,0,0,0
a009000000lwPeU,1,0,0,0,0
a009000000lwQa2,1,0,0,0,0
a009000000lxWMW,0,1,0,0,0
a009000000mNZYE,1,0,0,0,0
a009000000mNbze,3,2,2,2,0
a009000000qNvr6,1,0,0,0,0
a009000000qNw3l,1,0,0,0,0
a009000000qNwds,1,0,0,0,0
a009000000rpvku,1,0,0,0,0
a009000000rpw6g,1,0,0,0,0
a009000000rpw6h,1,0,0,0,0
a009000000rpw6j,1,0,0,0,0
a009000000rpw6k,1,0,0,0,0
a009000000rpw6l,1,0,0,0,0
a009000000rpw6m,1,0,0,0,0
a009000000rpw6o,1,0,0,0,0
a009000000rpw6p,1,0,0,0,0
a009000000rpw6q,1,0,0,0,0
a009000000rpw6r,1,0,0,0,0
a009000000rpw6t,1,0,0,0,0
a009000000rpw6u,1,0,0,0,0
a009000000rpw6w,1,0,0,0,0
a009000000rpw6x,1,0,0,0,0
a009000000rpw6y,1,0,0,0,0
a009000000rpw6z,1,0,0,0,0
a009000000rpw70,1,0,0,0,0
a009000000rpw72,1,0,0,0,0
a009000000rpw75,1,0,0,0,0
a009000000rpw76,1,0,0,0,0
a009000000rpw77,1,0,0,0,0
a009000000rpw79,1,0,0,0,0
a009000000rpw7A,1,0,0,0,0
a009000000rpw7B,1,0,0,0,0
a009000000rpw7C,1,0,0,0,0
a009000000rpw7E,1,0,0,0,0
a009000000rpw7F,1,0,0,0,0
a009000000rpw7g,1,0,0,0,0
a009000000rpw7x,1,0,0,0,0
a009000000rpw7z,1,0,0,0,0
a009000000rpw8E,1,0,0,0,0
a009000000rq55s,1,0,0,0,0
a009000000rq5SL,2,0,0,0,0
a009000000rq5SQ,1,0,0,0,0
a009000000rq5SX,1,0,0,0,0
a009000000rq5SY,1,0,0,0,0
a009000000rq5Sb,1,0,0,0,0
a009000000rq5Sf,1,0,0,0,0
a009000000rq5Si,1,0,0,0,0
a009000000rq5Sl,1,0,0,0,0
a009000000rq5Sr,1,0,0,0,0
a009000000rq5Sw,1,0,0,0,0
a009000000rq5Sz,1,0,0,0,0
a009000000rq5T0,1,0,0,0,0
a009000000rq5T1,1,0,0,0,0
a009000000su1Xa,0,1,0,0,0
a009000000su3nD,1,0,0,0,0
a009000000sv1jm,1,0,0,0,0
a009000000tnbJa,0,0,0,1,0
a009000000tnfKL,1,0,0,0,0
a009000000tnglY,1,0,0,0,0
a009000000tnhAl,1,0,0,0,0
a009000000tnhL8,1,0,0,0,0
a009000000tniAR,1,0,0,0,0
a009000000tniCh,1,0,0,0,0
a009000000tniLi,1,1,0,0,0
a009000000tnipf,1,1,0,0,0
a009000000tnj3i,1,1,0,0,0
a009000000toiI9,0,4,2,1,0
a009000000v2PkO,1,0,0,0,0
a009000000vYNBV,0,2,0,1,0
a009000000vYNBg,0,1,0,0,0
a009000000vYNBi,0,1,0,0,0
a009000000vYNBl,0,1,0,0,0
a009000000vYNBs,0,1,0,0,0
a009000000vYNC5,0,1,0,0,0
a009000000vYNC6,0,1,0,0,0
a009000000vYNC9,0,1,0,0,0
a009000000vYNCB,0,1,0,0,0
a009000000vYNCK,0,2,0,1,0
a009000000vYNCL,0,3,0,3,0
a009000000vYNCN,1,1,0,0,0
a009000000vYNCS,0,2,0,2,0
a009000000wVi5V,0,1,0,0,0
a009000000wViSN,0,14,12,11,0
a009000000wVifM,0,1,0,0,0
a009000000wVinT,0,12,7,0,0
a009000000wVkLn,0,1,0,0,0
a009000000wVkiI,0,1,0,0,0
a009000000xXaF1,0,1,0,0,0
a0090000013BcP6,0,1,0,0,0
a0090000014c3bj,1,2,0,2,0
a0090000014cUqK,0,3,0,0,0
a0090000014d1Ci,0,2,0,0,0
a0090000014eNkh,0,0,1,1,0
a0090000014f1zp,0,5,1,2,0
a0090000014f4jQ,0,1,1,0,0
a0090000015IXda,0,1,0,0,0
a0090000015IabX,0,1,0,0,0
a0090000016LqRy,0,1,0,1,0
a0090000017ys8J,0,1,0,0,0
a0090000018BcmL,0,1,0,1,0
a0090000018DYiA,0,1,0,0,0
a0090000018DzAD,0,1,0,0,0
a0090000018DzQZ,0,1,0,0,0
a0090000018Dzo1,0,1,0,0,0
a0090000018E08m,0,1,0,0,0
a0090000018E0Jw,0,1,0,0,0
a0090000018E0Nv,0,1,0,0,0
a0090000018E0rN,0,1,0,0,0
a0090000018E1TZ,0,1,0,0,0
a0090000018E1Vh,0,1,0,0,0
a0090000018E1vC,0,1,0,0,0
a0090000018ELEN,0,1,0,0,0
a0090000019ILR0,0,4,15,15,1
a0090000019ZmDN,0,3,0,0,0
a0090000019Zvy6,0,11,1,0,0
a0090000019bWrg,0,2,1,0,0
a009000001AOlmu,0,1,0,0,0
a009000001AOvRe,2,1,0,0,0
a009000001AYWJn,0,2,0,0,0
a009000001AYXnM,0,1,0,0,0
a009000001AYYJr,0,1,0,0,0
a009000001AYYVB,0,1,0,0,0
a009000001AYbFJ,0,2,1,0,0
a009000001AYfyF,0,1,0,0,0
a009000001Abxdh,0,2,0,0,0
a009000001B3bM9,0,1,0,0,0
a009000001B3bkQ,0,4,0,0,0
a009000001B3gOo,0,0,0,1,0
a009000001BQ4lo,0,2,0,0,0
a009000001BQ5yS,0,1,0,0,0
a009000001BQ96f,0,1,0,0,0
a009000001BQdop,0,3,0,0,0
a009000001BeBnZ,0,1,0,0,0
a009000001BePMW,0,1,0,0,0
a009000001BePrI,0,1,0,0,0
a009000001BeQ30,0,1,0,0,0
a009000001BeaqH,0,1,0,0,0
a009000001BfwXf,0,2,0,0,0
a009000001Bg1KQ,0,3,0,5,0
a009000001Bg7zF,0,1,0,0,0
a009000001Bg97e,0,1,0,0,0
a009000001BgaKm,0,0,0,1,0
a009000001BgaUy,0,1,1,0,0
a009000001BgdBe,0,2,0,0,0
a009000001BgoY4,0,1,0,0,0
a009000001Bgrkm,0,1,0,0,0
a009000001C2vuN,0,1,0,0,0
a009000001C36SQ,0,2,0,0,0
a009000001C3GW8,0,1,0,0,0
a009000001C3WhM,0,1,1,4,0
a009000001C3YUv,0,0,0,1,0
a009000001EEQGc,0,1,0,0,0
a009000001EGU5X,0,1,1,1,0
a009000001EGUed,0,0,1,0,0
a009000001F79Q2,0,1,0,0,0
a009000001FrnN7,0,1,0,0,0
a009000001FrqCG,0,5,1,1,0
a009000001FrsGm,0,1,0,0,0
a009000001Fru5q,0,2,3,1,0
a009000001GGaVK,0,2,0,0,0
a009000001H5lQv,0,1,0,0,0
a009000001H5lhv,0,1,0,0,0
a009000001JeaMi,0,2,0,2,0
a009000001JebkQ,0,1,0,0,0
a009000001JemXu,0,1,0,1,0
a009000001Jf1OT,0,1,0,0,0
a009000001JzKEH,0,1,0,0,0
a009000001JzMtz,0,1,0,0,0
a009000001JzOMh,0,1,0,0,0
a009000001KLSGl,0,1,0,0,0
a009000001KLStG,0,1,0,1,0
a009000001KLUOx,0,1,0,0,0
a009000001Km1dc,0,0,1,0,0
a009000001L8x4S,0,1,0,0,0
a009000001LjXPV,0,1,0,0,0
a009000001LjZ5T,0,1,0,0,0
a009000001LjZFB,0,1,0,0,0
a009000001MDIW4,0,1,0,0,0
a009000001MZ4lm,0,1,0,0,0
a009000001MZ83W,0,1,0,0,0
a009000001Mteud,0,1,0,0,0
a009000001MvBT2,0,1,1,0,0
a009000001NIR0r,0,1,0,0,0
a009000001NIRA6,0,1,0,0,0
a009000001O2ZWR,0,2,0,0,0
a009000001Q8fjb,0,2,1,1,0
a009000001QATMS,0,1,0,0,0
a009000001QAzno,0,1,0,0,0
a009000001RCmYO,0,4,4,3,0
a009000001RCnNX,0,1,0,0,0
a009000001RCnaI,0,1,0,0,0
a009000001REViA,0,1,0,0,0
a009000001RUoCt,0,1,0,0,0
a009000001RzAIK,0,1,0,0,0
a009000001SdJtk,0,1,0,0,0
a009000001Yt8oU,0,0,0,1,0
a009000001aZQR6,0,0,1,0,0
a009000001aaTIM,0,0,2,0,0
a009000001bM6lb,0,1,3,0,0
a009000001bME0V,0,1,0,0,0
a009000001bMG80,0,2,0,0,0
a009000001bMH29,1,2,2,0,0
a009000001bQ1k9,0,0,2,0,0
a009000001bQ1s5,0,0,1,0,0
a009000001bXmEP,0,1,0,0,0
a009000001cw4ka,0,1,0,0,0
a009000001dCfiy,0,1,0,0,0
a009000001dCgBC,0,1,0,1,0
a009000001e3Y4A,0,1,1,3,0
a009000001eLhu1,0,2,0,0,0
a009000001fK0I6,0,2,0,0,0
a009000001fK0ID,0,1,0,0,0
a009000001fK0IH,0,1,0,0,0
a009000001fK0IL,0,2,0,0,0
a009000001fK0IU,0,2,0,0,0
a009000001fK0Ij,0,1,0,0,0
a009000001fK0Iy,0,1,0,0,0
a009000001gVNCn,0,1,0,0,0
a009000001gVOzh,0,1,0,0,0
a009000001gXQKK,0,0,0,1,0
a009000001hQ8J1,0,1,0,0,0
a009000001hl8Iq,0,2,0,0,0
a009000001mNl0m,0,0,0,1,0
a009000001mNqkl,0,0,3,1,0
a009000001ni1nj,0,2,9,6,0
a009000001opObk,0,2,5,0,0
a009000001opVsd,0,2,0,0,0
a009000001opjUq,0,1,0,0,0
a009000001opjmA,0,1,0,0,0
a009000001opjtQ,0,2,0,0,0
a009000001opk4f,0,1,0,0,0
a009000001opkLE,0,1,0,0,0
a009000001opl7n,0,1,0,0,0
a009000001oplFj,0,1,0,0,0
a009000001oplRz,0,1,0,0,0
a009000001opliq,0,1,0,0,0
a009000001piCOc,0,2,3,0,0
a009000001piupK,0,1,0,0,0
a009000001plcMz,0,2,0,0,0
a009000001plcXt,0,1,0,0,0
a009000001plcZ1,0,1,0,0,0
a009000001plcs9,0,1,0,0,0
a009000001pld2S,0,1,0,0,0
a009000001pldEH,0,1,0,0,0
a009000001pldK1,0,1,0,0,0
a009000001pldLU,0,1,0,0,0
a009000001pldQp,0,1,0,0,0
a009000001pldXt,0,1,0,0,0
a009000001pldbF,0,1,0,0,0
a009000001pldbt,0,1,0,0,0
a009000001pldig,0,1,0,0,0
a009000001pldlA,0,1,1,0,0
a009000001ple4u,0,1,0,0,0
a009000001ple9z,0,1,0,0,0
a009000001pleAo,0,1,0,0,0
a009000001pleJV,0,1,0,0,0
a009000001qKXpL,0,1,0,0,0
a009000001qKY06,0,1,0,0,0
a009000001qfgXo,0,3,0,0,0
a009000001qfhmS,0,1,0,0,0
a009000001qhgYM,0,1,0,0,0
a009000001qhgYN,0,1,0,0,0
a009000001qhgYO,0,1,0,0,0
a009000001qhgYP,0,1,0,1,0
a009000001qhgYQ,0,1,0,0,0
a009000001qhgdR,0,1,0,0,0
a009000001qhgdS,0,1,0,0,0
a009000001qhgdT,0,1,1,0,0
a009000001r932Z,0,1,1,0,0
a009000001rUmJx,0,1,0,0,0
a009000001rUnoO,0,1,0,0,0
a009000001rUwGh,0,1,0,0,0
a009000001rUxBy,0,1,0,0,0
a009000001rV1R4,0,1,0,0,0
a009000001rW0og,0,1,3,0,0
a009000001rW1MJ,0,0,1,0,0
a009000001roEu7,0,3,0,0,0
a009000001rp851,0,0,0,3,0
a009000001rpFf5,0,1,0,0,0
a009000001rqkc3,0,1,0,0,0
a009000001rqkmp,0,1,0,0,0
a009000001sGX7F,0,1,1,0,0
a009000001sGcc0,0,1,0,0,0
a009000001sGcod,0,1,0,0,0
a009000001snvY2,0,1,2,0,0
a009000001t1bye,0,0,3,0,0
a009000001t1hMm,0,0,0,5,0
a009000001t1iH7,0,0,2,0,0
a009000001tUXy8,0,1,0,2,0
a009000001tUZC3,0,1,0,2,0
a009000001tUZNJ,0,1,0,2,0
a009000001tVZ47,0,0,2,1,0
a009000001uO4Si,0,0,1,0,0
a009000001ur1rK,0,1,0,0,0
a009000001ur35V,0,0,3,1,0
a009000001ur3rK,0,0,1,0,0
a009000001ur6bP,0,1,1,0,0
a009000001vKFEM,0,0,1,1,0
a009000001vLQGB,0,0,1,0,0
a009000001vLSjz,0,0,1,0,0
a009000001vLczF,0,0,1,1,0
a009000001vLjL0,0,0,2,0,0
a009000001vLjTL,0,0,2,0,0
a009000001vLjbe,0,0,2,0,0
a009000001vMiDf,0,0,0,2,0
a009000001yMuYk,0,0,1,0,0
a009000001yMuYl,0,0,1,0,0
a009000001yMuYm,0,0,1,0,0
a009000001yMuYt,0,0,1,0,0
a009000001yOFo6,0,0,1,0,0
a009000001yPbiH,0,0,1,0,0
a009000001zdfuX,1,2,2,1,0
a0090000020aBpt,0,0,1,0,0
a0090000021UOTC,0,0,1,2,0
a00900000254iSQ,0,0,1,0,0
a00900000256tkT,0,0,1,0,0
a00900000257cck,1,0,0,0,0
a0090000025QD2d,0,0,1,0,0
a0090000026bFkp,0,0,1,0,0
a0090000026bK3M,0,0,5,3,0
a0090000027IBSS,0,0,2,0,0
a0090000027Lopg,0,0,1,0,0
a0090000027uvKm,0,0,1,0,0
a0090000029WoTO,0,0,1,1,0
a0090000029z7TH,0,0,1,0,0
a0090000029zOyg,0,0,1,0,0
a009000002CGrI9,0,0,4,5,0
a009000002CGsxN,0,0,1,0,0
a009000002CI8u9,0,0,1,0,0
a009000002CI8xX,0,0,1,0,0
a009000002CIAKC,0,0,0,3,0
a009000002CnBxo,0,0,2,2,0
a009000002CnnEh,0,0,1,0,0
a009000002CoKFq,0,0,1,0,0
a009000002Dna8P,0,0,4,0,0
a009000002Do30p,0,0,2,0,0
a009000002DoG0Z,0,0,1,0,0
a009000002Dp862,0,0,2,0,0
a009000002Dp9Bj,0,0,2,2,0
a009000002Dp9Wo,0,0,1,0,0
a009000002DpRel,0,0,1,0,0
a009000002DrN4o,0,0,0,3,0
a009000002DrNCa,0,0,1,4,0
a009000002DrNYP,0,0,0,1,0
a009000002EGllR,0,0,1,0,0
a009000002EGm8q,0,0,1,0,0
a009000002EGxjw,0,0,3,1,0
a009000002EI9SK,0,0,0,1,0
a009000002EombI,0,0,4,0,0
a009000002Ep0v8,0,0,1,0,0
a009000002EqIBd,0,0,1,1,0
a009000002Eqjno,0,0,1,0,0
a009000002Es7pp,0,0,0,1,0
a009000002EsCAA,0,0,1,0,0
a009000002FI6hH,0,0,1,0,0
a009000002FI6hJ,0,0,1,0,0
a009000002FI6hK,0,0,1,0,0
a009000002FI6hN,0,0,1,0,0
a009000002FI6hP,0,0,2,0,0
a009000002FI6hS,0,0,1,0,0
a009000002FI6hU,0,0,1,0,0
a009000002FI6hV,0,0,1,1,0
a009000002FI6hY,0,0,2,1,0
a009000002FI6hc,0,0,2,0,0
a009000002FI6he,0,0,1,0,0
a009000002FI6hg,0,0,1,0,0
a009000002FI6hh,0,0,1,0,0
a009000002FI6hk,0,0,1,1,0
a009000002FI6hq,0,0,1,0,0
a009000002FI6hv,0,0,1,0,0
a009000002FKAbv,0,0,1,1,0
a009000002FL6dw,0,2,1,0,0
a009000002FL6em,0,0,1,0,0
a009000002FL6ev,0,0,6,2,0
a009000002FL6f4,0,0,1,0,0
a009000002FL6f9,0,2,2,5,0
a009000002FL6fM,0,0,0,1,0
a009000002FL6fe,0,0,1,0,0
a009000002FL6fz,0,0,1,0,0
a009000002FL6gH,0,0,1,0,0
a009000002FL6gL,0,2,1,0,0
a009000002FL6gT,0,0,0,1,0
a009000002FL6kF,0,0,2,1,0
a009000002FL6kc,0,0,1,0,0
a009000002FL6kn,0,0,1,0,0
a009000002JbEO9,0,0,1,0,0
a009000002JbpXO,0,0,1,0,0
a009000002La2Fc,0,0,2,1,0
a009000002La3QY,0,0,1,0,0
a009000002La3Xs,0,0,1,0,0
a009000002La3yW,0,0,8,1,0
a009000002LalFY,0,0,1,0,0
a009000002LdXTy,0,0,0,1,0
a009000002NMC9E,0,0,0,6,0
a009000002NyiIs,0,1,0,0,0
a009000002OAHW5,0,0,1,0,0
a009000002OAuid,0,0,4,0,0
a009000002OBUrA,0,0,1,0,0
a009000002OBYQn,0,0,1,0,0
a009000002Ow8jJ,0,0,1,0,0
a009000002OxNpx,2,4,6,4,0
a009000002PXWYw,0,0,1,0,0
a009000002Q76a4,0,0,1,0,0
a009000002RVvHL,0,0,1,0,0
a009000002TKVmA,0,0,5,14,1
a009000002VojZM,0,0,1,0,0
a009000002Vojrc,0,0,0,1,0
a009000002Vonk4,0,0,1,0,0
a009000002VqCsv,0,2,1,4,0
a009000002X75RW,0,0,0,1,0
a009000002XnT5T,0,0,0,1,0
a009000002YKa1U,0,0,1,0,0
a009000002YfBLu,0,0,2,0,0
a009000002Z53il,0,0,1,0,0
a009000002aH2uX,0,0,2,2,0
a009000002aIAG8,0,0,1,0,0
a009000002aIG7G,1,0,3,2,0
a009000002altvW,0,0,1,0,0
a009000002ams2N,0,0,1,1,0
a009000002cd5iG,0,0,1,0,0
a009000002dZ8FZ,1,0,0,0,0
a009000002dZ9rl,1,0,0,0,0
a009000002ePx9L,0,0,1,0,0
a009000002eREhI,0,0,1,3,0
a009000002eS48z,0,1,0,0,0
a009000002fQoF5,2,0,0,0,0
a009000002g8EC3,0,0,2,0,0
a009000002g8HJM,0,0,1,0,0
a009000002g9MH0,0,0,1,0,0
a009000002gYeh6,0,0,0,1,0
a009000002gc3Ul,0,0,2,0,0
a009000002jXQVF,0,0,0,2,0
a009000002jXQjI,0,0,0,2,0
a009000002jXQxl,1,0,0,1,0
a009000002jXR4S,0,0,0,2,0
a009000002jXRWP,0,0,0,2,0
a009000002jXg5c,0,0,0,2,0
a009000002jXgLP,0,0,0,2,0
a009000002jXgTy,0,0,0,1,0
a009000002jXgbk,0,0,0,3,0
a009000002jY0s0,0,0,3,2,0
a009000002jZBH8,0,0,1,0,0
a009000002mAyYK,0,0,0,1,0
a009000002mBLZr,0,0,0,1,0
a009000002mBtwY,0,0,1,1,0
a009000002mDAsb,0,0,0,1,0
a009000002mDi6t,0,0,0,1,0
a009000002mDiju,0,0,0,1,0
a009000002mEI6X,0,0,0,1,0
a009000002pAwqm,0,0,0,1,0
a009000002pAwrK,0,0,0,1,0
a009000002pAwrk,0,0,0,1,0
a009000002pAwro,0,0,0,1,0
a009000002pAwvJ,0,0,0,1,0
a009000002pBVA3,0,0,0,1,0
a009000002pCQLV,0,0,0,1,0
a009000002pCf4h,0,0,0,1,0
a009000002pCf5w,0,0,0,1,0
a009000002pDPdc,0,0,0,1,0
a009000002s5IcU,0,0,0,1,0
a009000002s5huW,0,0,0,1,0
a009000002s5iRV,0,0,0,1,0
a009000002s6HaF,0,0,0,1,0
a009000002s6SGw,0,0,0,1,0
a009000002s6SGy,0,0,0,1,0
a009000002s6SGz,0,0,0,1,0
a009000002s6SH0,0,0,0,1,0
a009000002s6SH8,0,0,0,1,0
a009000002s6SHE,0,0,0,1,0
a009000002s6SHG,0,0,0,1,0
a009000002s6SHJ,0,0,0,1,0
a009000002s6SHK,0,0,0,1,0
a009000002s6SHL,0,0,0,1,0
a009000002s6SHM,0,0,0,1,0
a009000002s7fjd,0,0,0,1,0
a009000002vG3Q0,0,0,0,2,0
a009000002vHVD6,0,0,0,1,0
a009000002vHVMi,0,0,0,1,0
a009000002vHsQ5,0,0,0,1,0
a009000002vIq8k,0,0,1,0,0
a009000002vJ3nZ,0,0,0,1,0
a009000002yN2Y9,0,0,0,2,0
a009000002yN4iX,0,0,0,3,0
a009000002yNcPg,0,0,0,4,0
a009000002yNgxd,0,0,0,1,0
a009000002yNgzS,0,0,0,1,0
a0090000030Jv4p,0,0,1,0,0
a0090000030Jv7S,0,0,1,0,0
a0090000030K8Mk,0,0,0,1,0
a0090000030KiYq,0,0,0,1,0
a0090000030KjfH,0,0,0,2,0
a0090000030Ku6H,0,0,0,2,0
a0090000030Kw0D,0,0,0,8,0
a0090000030M7CH,0,0,0,1,0
a0090000030M7xU,0,0,0,2,0
a0090000030M8Ro,0,0,0,1,0
a0090000030M8bA,0,0,0,1,0
a0090000030M8jX,0,0,0,1,0
a0090000030MuWr,0,0,0,2,0
a0090000030Ni4v,0,0,0,1,0
a0090000030NsZn,0,0,0,2,0
a0090000030Nsmp,0,0,0,1,0
a0090000030Nsov,0,0,0,2,0
a0090000030NtM3,0,0,0,2,0
a0090000030Ntcq,0,0,0,1,0
a0090000030NuUo,0,0,0,1,0
a0090000030Nugv,0,0,0,1,0
a0090000030NunT,0,0,0,1,0
a0090000033ha8q,0,0,0,2,0
a0090000033haAs,0,0,1,4,0
a0090000033hgQj,0,0,0,1,0
a0090000033hhgd,0,0,0,1,0
a0090000033hhmN,0,0,0,1,0
a0090000033hhu2,0,0,0,1,0
a0090000033hk23,0,0,0,1,0
a0090000033iP95,0,0,0,1,0
a0090000033iP9A,0,0,0,1,0
a0090000033iPR2,0,0,0,1,0
a0090000033iPfA,0,0,0,1,0
a0090000033iQNg,0,0,0,4,0
a0090000033iQoC,0,0,0,1,0
a0090000033iU4T,0,0,1,2,0
a0090000033iU5k,0,0,0,2,0
a0090000033idXR,0,0,0,1,0
a0090000033ioQV,0,0,0,3,0
a0090000033ipRH,0,0,0,4,0
a0090000033is9b,0,0,0,2,0
a0090000033isYy,0,0,0,2,0
a0090000033jbuz,0,0,0,1,0
a0090000033jrzq,0,0,0,2,0
a0090000033jsIE,0,0,0,1,0
a0090000033jsci,0,0,0,1,0
a0090000033jshm,0,0,0,1,0
a0090000033jshr,0,0,0,1,0
a0090000033jsxm,0,0,0,1,0
a0090000033jt06,0,0,0,1,0
a0090000033jtc4,0,0,0,1,0
a0090000033jtjh,0,0,0,1,0
a0090000033lKDj,0,0,0,1,0
a0090000033lLCf,0,0,0,1,0
a0090000036kV79,0,0,0,1,0
a0090000036lG4O,0,0,0,2,0
a0090000036lRM8,0,0,0,1,0
a0090000036lSJG,0,0,0,2,0
a0090000036mahv,0,0,0,1,0
a0090000036nlPc,0,0,0,1,0
a0090000036nlR8,0,0,0,1,0
a0090000036nmJ9,0,0,0,1,0
a0090000036nwUD,0,0,0,1,0
a0090000036nxNw,0,0,0,1,0
a009000003A99Qe,0,0,0,1,0
a009000003A99UY,0,0,0,1,0
a009000003A99lE,0,0,0,1,0
a009000003A9KAT,0,0,0,2,0
a009000003A9KBE,0,0,0,1,0
a009000003A9KE1,0,0,0,1,0
a009000003A9KEh,0,0,0,1,0
a009000003A9Kr7,0,0,0,3,0
a009000003A9KtP,0,0,0,1,0
a009000003A9KwR,0,0,0,1,0
a009000003A9KxH,0,0,0,1,0
a009000003A9KyH,0,0,0,1,0
a009000003AAI0s,0,0,0,1,0
a009000003AAiib,0,0,0,1,0
a009000003ABRHi,0,0,0,1,0
a009000003ABRJ7,0,0,0,1,0
a009000003ABRQZ,0,0,0,1,0
a009000003ABRRU,0,0,0,1,0
a009000003ABdIx,0,0,0,1,0
a009000003ABdfG,0,0,0,1,0
a009000003ABp8i,0,0,0,1,0
a009000003AC2D9,0,0,0,1,0
a009000003AC2JH,0,0,0,1,0
a009000003ELPMM,0,0,0,1,0
a009000003ELQlR,0,0,0,1,0
a009000003EO526,0,0,0,1,0
a009000003EOJls,0,0,0,1,0
a009000003EOLjX,0,0,0,1,0
a009000003GQf5W,0,0,0,1,0
a009000003GRKoA,0,0,0,1,0
a009000003GRLWf,0,0,0,1,0
a009000003GRLaP,0,0,0,1,0
a009000003GRNMn,0,0,0,1,0
a009000003GRbMX,0,0,0,1,0
a009000003GRbPX,0,0,0,1,0
a009000003GRbSc,0,0,0,1,0
a009000003GRbUh,0,0,0,1,0
a009000003GRbV1,0,0,0,1,0
a009000003GTMN4,0,0,0,2,0
a009000003IZJ47,0,0,0,1,1
a009000003KgksQ,0,0,0,1,0
a009000003Ki1QJ,0,0,0,1,0
a009000003KiT6i,0,0,0,1,0
a009000003N8T6G,0,0,0,1,0
a009000003NAfnE,0,0,0,1,0
a009000003NAfnI,0,0,0,1,0
a009000003NAfnJ,0,0,0,1,0
a009000003NAfnN,0,0,0,1,0
a009000003NAfnP,0,0,0,1,0
a009000003NAfnQ,0,0,0,1,0
a009000003NAfna,0,0,0,1,0
